Name,Form of creative work,Wikidata QID,IMSLP ID,VIAF ID,composer,arranger,composer QID,arranger QID
"Keyboard Sonata in C minor, K.11",sonata,Q67199894,"Keyboard Sonata in C minor, K.11 (Scarlatti, Domenico)",182664459,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in C minor, K.11",sonata,Q67199894,"Keyboard Sonata in C minor, K.11 (Scarlatti, Domenico)",182664459,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.179",sonata,Q67199948,"Keyboard Sonata in G minor, K.179 (Scarlatti, Domenico)",292676441,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G minor, K.179",sonata,Q67199948,"Keyboard Sonata in G minor, K.179 (Scarlatti, Domenico)",292676441,Domenico Scarlatti,Amédée Méreaux,Q167837,Q4749606
"Keyboard Sonata in G minor, K.179",sonata,Q67199948,"Keyboard Sonata in G minor, K.179 (Scarlatti, Domenico)",292676441,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D minor, K.10",sonata,Q74594884,"Keyboard Sonata in D minor, K.10 (Scarlatti, Domenico)",293791536,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.8",sonata,Q74594907,"Keyboard Sonata in G minor, K.8 (Scarlatti, Domenico)",294380954,Domenico Scarlatti,Emil von Sauer,Q167837,Q447133
"Keyboard Sonata in G minor, K.8",sonata,Q74594907,"Keyboard Sonata in G minor, K.8 (Scarlatti, Domenico)",294380954,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.8",sonata,Q74594907,"Keyboard Sonata in G minor, K.8 (Scarlatti, Domenico)",294380954,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in G minor, K.8",sonata,Q74594907,"Keyboard Sonata in G minor, K.8 (Scarlatti, Domenico)",294380954,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in G minor, K.8",sonata,Q74594907,"Keyboard Sonata in G minor, K.8 (Scarlatti, Domenico)",294380954,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in G minor, K.8",sonata,Q74594907,"Keyboard Sonata in G minor, K.8 (Scarlatti, Domenico)",294380954,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in G minor, K.8",sonata,Q74594907,"Keyboard Sonata in G minor, K.8 (Scarlatti, Domenico)",294380954,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A minor, K.7",sonata,Q67199892,"Keyboard Sonata in A minor, K.7 (Scarlatti, Domenico)",175770689,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in F major, K.6",sonata,Q67199891,"Keyboard Sonata in F major, K.6 (Scarlatti, Domenico)",293153065,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in G minor, K.4",sonata,Q67199889,"Keyboard Sonata in G minor, K.4 (Scarlatti, Domenico)",292628173,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in G minor, K.4",sonata,Q67199889,"Keyboard Sonata in G minor, K.4 (Scarlatti, Domenico)",292628173,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G minor, K.4",sonata,Q67199889,"Keyboard Sonata in G minor, K.4 (Scarlatti, Domenico)",292628173,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in G minor, K.4",sonata,Q67199889,"Keyboard Sonata in G minor, K.4 (Scarlatti, Domenico)",292628173,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A minor, K.3",sonata,Q67199888,"Keyboard Sonata in A minor, K.3 (Scarlatti, Domenico)",292516333,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in A minor, K.3",sonata,Q67199888,"Keyboard Sonata in A minor, K.3 (Scarlatti, Domenico)",292516333,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in A minor, K.3",sonata,Q67199888,"Keyboard Sonata in A minor, K.3 (Scarlatti, Domenico)",292516333,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.2",sonata,Q67199887,"Keyboard Sonata in G major, K.2 (Scarlatti, Domenico)",293775750,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.2",sonata,Q67199887,"Keyboard Sonata in G major, K.2 (Scarlatti, Domenico)",293775750,Domenico Scarlatti,Emil von Sauer,Q167837,Q447133
"Keyboard Sonata in G major, K.2",sonata,Q67199887,"Keyboard Sonata in G major, K.2 (Scarlatti, Domenico)",293775750,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in G major, K.2",sonata,Q67199887,"Keyboard Sonata in G major, K.2 (Scarlatti, Domenico)",293775750,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in G major, K.2",sonata,Q67199887,"Keyboard Sonata in G major, K.2 (Scarlatti, Domenico)",293775750,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D minor, K.1",sonata,Q6132112,"Keyboard Sonata in D minor, K.1 (Scarlatti, Domenico)",178852701,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in D minor, K.1",sonata,Q6132112,"Keyboard Sonata in D minor, K.1 (Scarlatti, Domenico)",178852701,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D minor, K.1",sonata,Q6132112,"Keyboard Sonata in D minor, K.1 (Scarlatti, Domenico)",178852701,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A major, K.182",sonata,Q74594879,"Keyboard Sonata in A major, K.182 (Scarlatti, Domenico)",292535834,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B-flat minor, K.131",sonata,Q78243043,"Keyboard Sonata in B-flat minor, K.131 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B-flat minor, K.131",sonata,Q78243043,"Keyboard Sonata in B-flat minor, K.131 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in A-flat major, K.127",sonata,Q77263130,"Keyboard Sonata in A-flat major, K.127 (Scarlatti, Domenico)",292561998,Domenico Scarlatti,Louis Köhler,Q167837,Q320601
"Keyboard Sonata in A-flat major, K.127",sonata,Q77263130,"Keyboard Sonata in A-flat major, K.127 (Scarlatti, Domenico)",292561998,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C minor, K.126",sonata,Q67199936,"Keyboard Sonata in C minor, K.126 (Scarlatti, Domenico)",293828763,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in C minor, K.126",sonata,Q67199936,"Keyboard Sonata in C minor, K.126 (Scarlatti, Domenico)",293828763,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.125",sonata,Q74594897,"Keyboard Sonata in G major, K.125 (Scarlatti, Domenico)",294681803,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in G major, K.125",sonata,Q74594897,"Keyboard Sonata in G major, K.125 (Scarlatti, Domenico)",294681803,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in G major, K.125",sonata,Q74594897,"Keyboard Sonata in G major, K.125 (Scarlatti, Domenico)",294681803,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Carl Tausig,Q167837,Q636941
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Emil von Sauer,Q167837,Q447133
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Giuseppe Buonamici,Q167837,Q1528195
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Louis Oesterle,Q167837,Q55838272
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in D minor, K.9",sonata,Q67199893,"Keyboard Sonata in D minor, K.9 (Scarlatti, Domenico)",177407850,Domenico Scarlatti,Adolphe Wouters,Q167837,Q2824924
"Keyboard Sonata in B minor, K.173",sonata,Q78243118,"Keyboard Sonata in B minor, K.173 (Scarlatti, Domenico)",,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in B minor, K.173",sonata,Q78243118,"Keyboard Sonata in B minor, K.173 (Scarlatti, Domenico)",,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B minor, K.173",sonata,Q78243118,"Keyboard Sonata in B minor, K.173 (Scarlatti, Domenico)",,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B minor, K.173",sonata,Q78243118,"Keyboard Sonata in B minor, K.173 (Scarlatti, Domenico)",,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in D major, K.29",sonata,Q67199902,"Keyboard Sonata in D major, K.29 (Scarlatti, Domenico)",293792482,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in D major, K.29",sonata,Q67199902,"Keyboard Sonata in D major, K.29 (Scarlatti, Domenico)",293792482,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in D major, K.29",sonata,Q67199902,"Keyboard Sonata in D major, K.29 (Scarlatti, Domenico)",293792482,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in D major, K.29",sonata,Q67199902,"Keyboard Sonata in D major, K.29 (Scarlatti, Domenico)",293792482,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in D major, K.29",sonata,Q67199902,"Keyboard Sonata in D major, K.29 (Scarlatti, Domenico)",293792482,Domenico Scarlatti,Michele Esposito,Q167837,Q6836741
"Keyboard Sonata in D major, K.29",sonata,Q67199902,"Keyboard Sonata in D major, K.29 (Scarlatti, Domenico)",293792482,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in B minor, K.377",sonata,Q67199986,"Keyboard Sonata in B minor, K.377 (Scarlatti, Domenico)",292857688,Domenico Scarlatti,Hans von Bülow,Q167837,Q155540
"Keyboard Sonata in B minor, K.377",sonata,Q67199986,"Keyboard Sonata in B minor, K.377 (Scarlatti, Domenico)",292857688,Domenico Scarlatti,Vincent d'Indy,Q167837,Q313584
"Keyboard Sonata in B minor, K.377",sonata,Q67199986,"Keyboard Sonata in B minor, K.377 (Scarlatti, Domenico)",292857688,Domenico Scarlatti,Carl Czerny,Q167837,Q215333
"Keyboard Sonata in B minor, K.377",sonata,Q67199986,"Keyboard Sonata in B minor, K.377 (Scarlatti, Domenico)",292857688,Domenico Scarlatti,Alessandro Longo,Q167837,Q1934977
"Keyboard Sonata in B minor, K.377",sonata,Q67199986,"Keyboard Sonata in B minor, K.377 (Scarlatti, Domenico)",292857688,Domenico Scarlatti,Georges de Lausnay,Q167837,Q127519701
"Keyboard Sonata in B minor, K.377",sonata,Q67199986,"Keyboard Sonata in B minor, K.377 (Scarlatti, Domenico)",292857688,Domenico Scarlatti,Thomas Dunhill,Q167837,Q706498
"Keyboard Sonata in F minor, K.555",sonata,,"Keyboard Sonata in F minor, K.555 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.554",sonata,,"Keyboard Sonata in F major, K.554 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D minor, K.552",sonata,,"Keyboard Sonata in D minor, K.552 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.550",sonata,,"Keyboard Sonata in B-flat major, K.550 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.549",sonata,,"Keyboard Sonata in C major, K.549 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.548",sonata,,"Keyboard Sonata in C major, K.548 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.547",sonata,Q74594784,"Keyboard Sonata in G major, K.547 (Scarlatti, Domenico)",181292102,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G minor, K.546",sonata,Q74594815,"Keyboard Sonata in G minor, K.546 (Scarlatti, Domenico)",293447463,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.543",sonata,Q67322089,"Keyboard Sonata in F major, K.543 (Scarlatti, Domenico)",293117719,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.542",sonata,Q67200027,"Keyboard Sonata in F major, K.542 (Scarlatti, Domenico)",293852142,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.541",sonata,,"Keyboard Sonata in F major, K.541 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.540",sonata,,"Keyboard Sonata in F major, K.540 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.539",sonata,,"Keyboard Sonata in G major, K.539 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.538",sonata,,"Keyboard Sonata in G major, K.538 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in A major, K.537",sonata,Q74594822,"Keyboard Sonata in A major, K.537 (Scarlatti, Domenico)",293532273,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in A major, K.536",sonata,,"Keyboard Sonata in A major, K.536 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.534",sonata,,"Keyboard Sonata in D major, K.534 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E major, K.530",sonata,Q67200024,"Keyboard Sonata in E major, K.530 (Scarlatti, Domenico)",294513890,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.528",sonata,,"Keyboard Sonata in B-flat major, K.528 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.527",sonata,,"Keyboard Sonata in C major, K.527 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.524",sonata,,"Keyboard Sonata in F major, K.524 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.522",sonata,,"Keyboard Sonata in G major, K.522 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.521",sonata,Q67200023,"Keyboard Sonata in G major, K.521 (Scarlatti, Domenico)",294661697,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.520",sonata,Q75736878,"Keyboard Sonata in G major, K.520 (Scarlatti, Domenico)",294306272,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.518",sonata,Q74594800,"Keyboard Sonata in F major, K.518 (Scarlatti, Domenico)",294103219,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D minor, K.516",sonata,Q67200022,"Keyboard Sonata in D minor, K.516 (Scarlatti, Domenico)",293065614,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.515",sonata,Q74594921,"Keyboard Sonata in C major, K.515 (Scarlatti, Domenico)",174449322,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.514",sonata,Q67200021,"Keyboard Sonata in C major, K.514 (Scarlatti, Domenico)",294368053,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.513",sonata,Q67200020,"Keyboard Sonata in C major, K.513 (Scarlatti, Domenico)",176251161,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.512",sonata,,"Keyboard Sonata in D major, K.512 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.511",sonata,,"Keyboard Sonata in D major, K.511 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D minor, K.510",sonata,,"Keyboard Sonata in D minor, K.510 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.509",sonata,,"Keyboard Sonata in D major, K.509 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E-flat major, K.508",sonata,Q74594807,"Keyboard Sonata in E-flat major, K.508 (Scarlatti, Domenico)",292382372,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E-flat major, K.507",sonata,,"Keyboard Sonata in E-flat major, K.507 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.506",sonata,,"Keyboard Sonata in F major, K.506 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.505",sonata,,"Keyboard Sonata in F major, K.505 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.504",sonata,Q67200019,"Keyboard Sonata in B-flat major, K.504 (Scarlatti, Domenico)",293368586,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.503",sonata,Q67200018,"Keyboard Sonata in B-flat major, K.503 (Scarlatti, Domenico)",292969800,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.502",sonata,Q67200017,"Keyboard Sonata in C major, K.502 (Scarlatti, Domenico)",294127715,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.501",sonata,Q74594860,"Keyboard Sonata in C major, K.501 (Scarlatti, Domenico)",292389910,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in A major, K.500",sonata,,"Keyboard Sonata in A major, K.500 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in A major, K.499",sonata,,"Keyboard Sonata in A major, K.499 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B minor, K.498",sonata,,"Keyboard Sonata in B minor, K.498 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B minor, K.497",sonata,,"Keyboard Sonata in B minor, K.497 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E major, K.496",sonata,,"Keyboard Sonata in E major, K.496 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E major, K.495",sonata,,"Keyboard Sonata in E major, K.495 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.494",sonata,,"Keyboard Sonata in G major, K.494 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.493",sonata,,"Keyboard Sonata in G major, K.493 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.492",sonata,Q67200016,"Keyboard Sonata in D major, K.492 (Scarlatti, Domenico)",179274427,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.491",sonata,Q67200015,"Keyboard Sonata in D major, K.491 (Scarlatti, Domenico)",178017767,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.489",sonata,,"Keyboard Sonata in B-flat major, K.489 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.488",sonata,,"Keyboard Sonata in B-flat major, K.488 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.486",sonata,,"Keyboard Sonata in C major, K.486 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.485",sonata,,"Keyboard Sonata in C major, K.485 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.484",sonata,,"Keyboard Sonata in D major, K.484 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.480",sonata,,"Keyboard Sonata in D major, K.480 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.479",sonata,,"Keyboard Sonata in D major, K.479 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.478",sonata,,"Keyboard Sonata in D major, K.478 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.473",sonata,Q78243867,"Keyboard Sonata in B-flat major, K.473 (Scarlatti, Domenico)",292679816,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.472",sonata,Q78243866,"Keyboard Sonata in B-flat major, K.472 (Scarlatti, Domenico)",292538832,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.471",sonata,Q78243862,"Keyboard Sonata in G major, K.471 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.470",sonata,,"Keyboard Sonata in G major, K.470 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F minor, K.467",sonata,,"Keyboard Sonata in F minor, K.467 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F minor, K.466",sonata,Q67200010,"Keyboard Sonata in F minor, K.466 (Scarlatti, Domenico)",186707999,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.464",sonata,,"Keyboard Sonata in C major, K.464 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.461",sonata,Q67200009,"Keyboard Sonata in C major, K.461 (Scarlatti, Domenico)",180886654,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D minor, K.459",sonata,,"Keyboard Sonata in D minor, K.459 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in A major, K.453",sonata,Q74594798,"Keyboard Sonata in A major, K.453 (Scarlatti, Domenico)",293624650,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in A major, K.452",sonata,,"Keyboard Sonata in A major, K.452 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.440",sonata,Q67200006,"Keyboard Sonata in B-flat major, K.440 (Scarlatti, Domenico)",292913714,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.439",sonata,,"Keyboard Sonata in B-flat major, K.439 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.436",sonata,Q67200005,"Keyboard Sonata in D major, K.436 (Scarlatti, Domenico)",294039820,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.431",sonata,Q67200002,"Keyboard Sonata in G major, K.431 (Scarlatti, Domenico)",292700954,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.419",sonata,,"Keyboard Sonata in F major, K.419 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in F major, K.418",sonata,,"Keyboard Sonata in F major, K.418 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D minor, K.417",sonata,,"Keyboard Sonata in D minor, K.417 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.416",sonata,,"Keyboard Sonata in D major, K.416 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.415",sonata,,"Keyboard Sonata in D major, K.415 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.414",sonata,,"Keyboard Sonata in D major, K.414 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.413",sonata,,"Keyboard Sonata in G major, K.413 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in G major, K.412",sonata,Q67199993,"Keyboard Sonata in G major, K.412 (Scarlatti, Domenico)",293044884,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.411",sonata,,"Keyboard Sonata in B-flat major, K.411 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B-flat major, K.410",sonata,,"Keyboard Sonata in B-flat major, K.410 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B minor, K.409",sonata,,"Keyboard Sonata in B minor, K.409 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in B minor, K.408",sonata,,"Keyboard Sonata in B minor, K.408 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.407",sonata,,"Keyboard Sonata in C major, K.407 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.406",sonata,,"Keyboard Sonata in C major, K.406 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in A major, K.405",sonata,Q74594838,"Keyboard Sonata in A major, K.405 (Scarlatti, Domenico)",293914602,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in A major, K.404",sonata,Q75736832,"Keyboard Sonata in A major, K.404 (Scarlatti, Domenico)",292394348,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E major, K.403",sonata,Q74594847,"Keyboard Sonata in E major, K.403 (Scarlatti, Domenico)",294490735,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E minor, K.402",sonata,Q67199992,"Keyboard Sonata in E minor, K.402 (Scarlatti, Domenico)",176370388,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.401",sonata,Q74594858,"Keyboard Sonata in D major, K.401 (Scarlatti, Domenico)",294659252,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in C major, K.399",sonata,Q67199991,"Keyboard Sonata in C major, K.399 (Scarlatti, Domenico)",293941700,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D major, K.397",sonata,,"Keyboard Sonata in D major, K.397 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in D minor, K.396",sonata,,"Keyboard Sonata in D minor, K.396 (Scarlatti, Domenico)",,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E major, K.395",sonata,Q67199990,"Keyboard Sonata in E major, K.395 (Scarlatti, Domenico)",311781448,Domenico Scarlatti,,Q167837,
"Keyboard Sonata in E minor, K.394",sonata,Q74594794,"Keyboard Sonata in E minor, K.394 (Scarlatti, Domenico)",294720397,Domenico Scarlatti,,Q167837,
